Id,Asset class,Emission factor type,Country,Data level 1 information,Data level 2 information,EPC Rating,Emission factor functional unit (name),Emission factor functional unit (unit),Emission factor (name),Emission factor (unit),PCAF data quality score,Emission factor
9812,Commercial real estate,Emissions,United Kingdom - Scotland,Non-Residential buildings,Healthcare,D,Dwelling,#,EPC Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,3,85.9813
9813,Commercial real estate,Emissions,United Kingdom - Scotland,Non-Residential buildings,Healthcare,E,Dwelling,#,EPC Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,3,103.551
9814,Commercial real estate,Emissions,United Kingdom - Scotland,Non-Residential buildings,Healthcare,F,Dwelling,#,EPC Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,3,119.866
9815,Commercial real estate,Emissions,United Kingdom - Scotland,Non-Residential buildings,Healthcare,G,Dwelling,#,EPC Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,3,134.424
9816,Commercial real estate,Emissions,United Kingdom - Scotland,Non-Residential buildings,Leisure and sports facilities,A,Dwelling,#,EPC Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,3,11.58
9817,Commercial real estate,Emissions,United Kingdom - Scotland,Non-Residential buildings,Leisure and sports facilities,B,Dwelling,#,EPC Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,3,17.096
9818,Commercial real estate,Emissions,United Kingdom - Scotland,Non-Residential buildings,Leisure and sports facilities,C,Dwelling,#,EPC Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,3,22.7791
9819,Commercial real estate,Emissions,United Kingdom - Scotland,Non-Residential buildings,Leisure and sports facilities,D,Dwelling,#,EPC Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,3,28.6294
9820,Commercial real estate,Emissions,United Kingdom - Scotland,Non-Residential buildings,Leisure and sports facilities,E,Dwelling,#,EPC Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,3,34.4797
9821,Commercial real estate,Emissions,United Kingdom - Scotland,Non-Residential buildings,Leisure and sports facilities,F,Dwelling,#,EPC Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,3,39.9121
9822,Commercial real estate,Emissions,United Kingdom - Scotland,Non-Residential buildings,Leisure and sports facilities,G,Dwelling,#,EPC Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,3,44.7595
9830,Commercial real estate,Emissions,United Kingdom - Scotland,Non-Residential buildings,Non-Residential Total,A,Dwelling,#,EPC Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,3,10.4981
9831,Commercial real estate,Emissions,United Kingdom - Scotland,Non-Residential buildings,Non-Residential Total,B,Dwelling,#,EPC Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,3,15.4987
9832,Commercial real estate,Emissions,United Kingdom - Scotland,Non-Residential buildings,Non-Residential Total,C,Dwelling,#,EPC Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,3,20.6509
9833,Commercial real estate,Emissions,United Kingdom - Scotland,Non-Residential buildings,Non-Residential Total,D,Dwelling,#,EPC Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,3,25.9546
9834,Commercial real estate,Emissions,United Kingdom - Scotland,Non-Residential buildings,Non-Residential Total,E,Dwelling,#,EPC Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,3,31.2583
9835,Commercial real estate,Emissions,United Kingdom - Scotland,Non-Residential buildings,Non-Residential Total,F,Dwelling,#,EPC Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,3,36.1832
9836,Commercial real estate,Emissions,United Kingdom - Scotland,Non-Residential buildings,Non-Residential Total,G,Dwelling,#,EPC Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,3,40.5777
9851,Commercial real estate,Emissions,United Kingdom - Wales,Non-Residential buildings,Office,A,Dwelling,#,EPC Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,3,13.9482
9852,Commercial real estate,Emissions,United Kingdom - Wales,Non-Residential buildings,Office,B,Dwelling,#,EPC Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,3,22.7171
9853,Commercial real estate,Emissions,United Kingdom - Wales,Non-Residential buildings,Office,C,Dwelling,#,EPC Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,3,31.7516
9854,Commercial real estate,Emissions,United Kingdom - Wales,Non-Residential buildings,Office,D,Dwelling,#,EPC Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,3,41.0519
9855,Commercial real estate,Emissions,United Kingdom - Wales,Non-Residential buildings,Office,E,Dwelling,#,EPC Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,3,50.3522
9856,Commercial real estate,Emissions,United Kingdom - Wales,Non-Residential buildings,Office,F,Dwelling,#,EPC Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,3,58.9882
9857,Commercial real estate,Emissions,United Kingdom - Wales,Non-Residential buildings,Office,G,Dwelling,#,EPC Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,3,66.6941
9858,Commercial real estate,Emissions,United Kingdom - Wales,Non-Residential buildings,Retail - High Street,A,Dwelling,#,EPC Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,3,18.899
9859,Commercial real estate,Emissions,United Kingdom - Wales,Non-Residential buildings,Retail - High Street,B,Dwelling,#,EPC Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,3,30.7803
9860,Commercial real estate,Emissions,United Kingdom - Wales,Non-Residential buildings,Retail - High Street,C,Dwelling,#,EPC Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,3,43.0216
9861,Commercial real estate,Emissions,United Kingdom - Wales,Non-Residential buildings,Retail - High Street,D,Dwelling,#,EPC Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,3,55.623
9862,Commercial real estate,Emissions,United Kingdom - Wales,Non-Residential buildings,Retail - High Street,E,Dwelling,#,EPC Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,3,68.2244
9863,Commercial real estate,Emissions,United Kingdom - Wales,Non-Residential buildings,Retail - High Street,F,Dwelling,#,EPC Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,3,79.9256
9864,Commercial real estate,Emissions,United Kingdom - Wales,Non-Residential buildings,Retail - High Street,G,Dwelling,#,EPC Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,3,90.3667
9865,Commercial real estate,Emissions,United Kingdom - Wales,Non-Residential buildings,Retail - Shopping Center,A,Dwelling,#,EPC Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,3,14.9551
9866,Commercial real estate,Emissions,United Kingdom - Wales,Non-Residential buildings,Retail - Shopping Center,B,Dwelling,#,EPC Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,3,24.3569
9867,Commercial real estate,Emissions,United Kingdom - Wales,Non-Residential buildings,Retail - Shopping Center,C,Dwelling,#,EPC Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,3,34.0437
9868,Commercial real estate,Emissions,United Kingdom - Wales,Non-Residential buildings,Retail - Shopping Center,D,Dwelling,#,EPC Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,3,44.0153
9869,Commercial real estate,Emissions,United Kingdom - Wales,Non-Residential buildings,Retail - Shopping Center,E,Dwelling,#,EPC Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,3,53.987
9870,Commercial real estate,Emissions,United Kingdom - Wales,Non-Residential buildings,Retail - Shopping Center,F,Dwelling,#,EPC Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,3,63.2464
9871,Commercial real estate,Emissions,United Kingdom - Wales,Non-Residential buildings,Retail - Shopping Center,G,Dwelling,#,EPC Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,3,71.5086
9872,Commercial real estate,Emissions,United Kingdom - Wales,Non-Residential buildings,Retail - Strip Mall,A,Dwelling,#,EPC Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,3,16.6515
9873,Commercial real estate,Emissions,United Kingdom - Wales,Non-Residential buildings,Retail - Strip Mall,B,Dwelling,#,EPC Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,3,27.1199
9874,Commercial real estate,Emissions,United Kingdom - Wales,Non-Residential buildings,Retail - Strip Mall,C,Dwelling,#,EPC Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,3,37.9054
9875,Commercial real estate,Emissions,United Kingdom - Wales,Non-Residential buildings,Retail - Strip Mall,D,Dwelling,#,EPC Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,3,49.0082
9876,Commercial real estate,Emissions,United Kingdom - Wales,Non-Residential buildings,Retail - Strip Mall,E,Dwelling,#,EPC Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,3,60.111
9877,Commercial real estate,Emissions,United Kingdom - Wales,Non-Residential buildings,Retail - Strip Mall,F,Dwelling,#,EPC Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,3,70.4207
9878,Commercial real estate,Emissions,United Kingdom - Wales,Non-Residential buildings,Retail - Strip Mall,G,Dwelling,#,EPC Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,3,79.6202
9879,Commercial real estate,Emissions,United Kingdom - Wales,Non-Residential buildings,Hotel,A,Dwelling,#,EPC Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,3,8.467
9880,Commercial real estate,Emissions,United Kingdom - Wales,Non-Residential buildings,Hotel,B,Dwelling,#,EPC Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,3,13.79
9881,Commercial real estate,Emissions,United Kingdom - Wales,Non-Residential buildings,Hotel,C,Dwelling,#,EPC Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,3,19.2742
9882,Commercial real estate,Emissions,United Kingdom - Wales,Non-Residential buildings,Hotel,D,Dwelling,#,EPC Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,3,24.9198
9883,Commercial real estate,Emissions,United Kingdom - Wales,Non-Residential buildings,Hotel,E,Dwelling,#,EPC Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,3,30.5654
9884,Commercial real estate,Emissions,United Kingdom - Wales,Non-Residential buildings,Hotel,F,Dwelling,#,EPC Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,3,35.8077
9885,Commercial real estate,Emissions,United Kingdom - Wales,Non-Residential buildings,Hotel,G,Dwelling,#,EPC Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,3,40.4854
9886,Commercial real estate,Emissions,United Kingdom - Wales,Non-Residential buildings,Industrial distribution warehouse,A,Dwelling,#,EPC Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,3,2.21291
9887,Commercial real estate,Emissions,United Kingdom - Wales,Non-Residential buildings,Industrial distribution warehouse,B,Dwelling,#,EPC Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,3,3.6041
9888,Commercial real estate,Emissions,United Kingdom - Wales,Non-Residential buildings,Industrial distribution warehouse,C,Dwelling,#,EPC Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,3,5.03745
9889,Commercial real estate,Emissions,United Kingdom - Wales,Non-Residential buildings,Industrial distribution warehouse,D,Dwelling,#,EPC Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,3,6.51295
9890,Commercial real estate,Emissions,United Kingdom - Wales,Non-Residential buildings,Industrial distribution warehouse,E,Dwelling,#,EPC Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,3,7.98846
9891,Commercial real estate,Emissions,United Kingdom - Wales,Non-Residential buildings,Industrial distribution warehouse,F,Dwelling,#,EPC Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,3,9.35857
9892,Commercial real estate,Emissions,United Kingdom - Wales,Non-Residential buildings,Industrial distribution warehouse,G,Dwelling,#,EPC Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,3,10.5811
9893,Commercial real estate,Emissions,United Kingdom - Wales,Non-Residential buildings,Healthcare,A,Dwelling,#,EPC Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,3,38.4725
9894,Commercial real estate,Emissions,United Kingdom - Wales,Non-Residential buildings,Healthcare,B,Dwelling,#,EPC Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,3,62.6591
9895,Commercial real estate,Emissions,United Kingdom - Wales,Non-Residential buildings,Healthcare,C,Dwelling,#,EPC Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,3,87.5786
9896,Commercial real estate,Emissions,United Kingdom - Wales,Non-Residential buildings,Healthcare,D,Dwelling,#,EPC Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,3,113.231
9897,Commercial real estate,Emissions,United Kingdom - Wales,Non-Residential buildings,Healthcare,E,Dwelling,#,EPC Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,3,138.883
9898,Commercial real estate,Emissions,United Kingdom - Wales,Non-Residential buildings,Healthcare,F,Dwelling,#,EPC Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,3,162.704
9899,Commercial real estate,Emissions,United Kingdom - Wales,Non-Residential buildings,Healthcare,G,Dwelling,#,EPC Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,3,183.958
9900,Commercial real estate,Emissions,United Kingdom - Wales,Non-Residential buildings,Leisure and sports facilities,A,Dwelling,#,EPC Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,3,12.8103
9901,Commercial real estate,Emissions,United Kingdom - Wales,Non-Residential buildings,Leisure and sports facilities,B,Dwelling,#,EPC Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,3,20.8637
9902,Commercial real estate,Emissions,United Kingdom - Wales,Non-Residential buildings,Leisure and sports facilities,C,Dwelling,#,EPC Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,3,29.1612
9903,Commercial real estate,Emissions,United Kingdom - Wales,Non-Residential buildings,Leisure and sports facilities,D,Dwelling,#,EPC Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,3,37.7028
9904,Commercial real estate,Emissions,United Kingdom - Wales,Non-Residential buildings,Leisure and sports facilities,E,Dwelling,#,EPC Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,3,46.2443
9905,Commercial real estate,Emissions,United Kingdom - Wales,Non-Residential buildings,Leisure and sports facilities,F,Dwelling,#,EPC Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,3,54.1758
9906,Commercial real estate,Emissions,United Kingdom - Wales,Non-Residential buildings,Leisure and sports facilities,G,Dwelling,#,EPC Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,3,61.2531
9914,Commercial real estate,Emissions,United Kingdom - Wales,Non-Residential buildings,Non-Residential Total,A,Dwelling,#,EPC Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,3,11.6134
9915,Commercial real estate,Emissions,United Kingdom - Wales,Non-Residential buildings,Non-Residential Total,B,Dwelling,#,EPC Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,3,18.9145
9916,Commercial real estate,Emissions,United Kingdom - Wales,Non-Residential buildings,Non-Residential Total,C,Dwelling,#,EPC Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,3,26.4368
9917,Commercial real estate,Emissions,United Kingdom - Wales,Non-Residential buildings,Non-Residential Total,D,Dwelling,#,EPC Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,3,34.1803
9918,Commercial real estate,Emissions,United Kingdom - Wales,Non-Residential buildings,Non-Residential Total,E,Dwelling,#,EPC Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,3,41.9238
9919,Commercial real estate,Emissions,United Kingdom - Wales,Non-Residential buildings,Non-Residential Total,F,Dwelling,#,EPC Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,3,49.1142
9920,Commercial real estate,Emissions,United Kingdom - Wales,Non-Residential buildings,Non-Residential Total,G,Dwelling,#,EPC Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,3,55.5303
9939,Commercial real estate,Energy,Austria,Non-Residential buildings,Office,A++,Floor area,m²,EPC Energy Intensity per m²,MWh/m²,3,0.07956
9940,Commercial real estate,Energy,Austria,Non-Residential buildings,Office,A+,Floor area,m²,EPC Energy Intensity per m²,MWh/m²,3,0.10413
9941,Commercial real estate,Energy,Austria,Non-Residential buildings,Office,A,Floor area,m²,EPC Energy Intensity per m²,MWh/m²,3,0.11115
9942,Commercial real estate,Energy,Austria,Non-Residential buildings,Office,B,Floor area,m²,EPC Energy Intensity per m²,MWh/m²,3,0.14274
9943,Commercial real estate,Energy,Austria,Non-Residential buildings,Office,C,Floor area,m²,EPC Energy Intensity per m²,MWh/m²,3,0.19188
9944,Commercial real estate,Energy,Austria,Non-Residential buildings,Office,D,Floor area,m²,EPC Energy Intensity per m²,MWh/m²,3,0.234
9945,Commercial real estate,Energy,Austria,Non-Residential buildings,Office,E,Floor area,m²,EPC Energy Intensity per m²,MWh/m²,3,0.27612
9946,Commercial real estate,Energy,Austria,Non-Residential buildings,Office,F,Floor area,m²,EPC Energy Intensity per m²,MWh/m²,3,0.31824
9947,Commercial real estate,Energy,Austria,Non-Residential buildings,Office,G,Floor area,m²,EPC Energy Intensity per m²,MWh/m²,3,0.36036
9948,Commercial real estate,Energy,Austria,Non-Residential buildings,Retail - High Street,A++,Floor area,m²,EPC Energy Intensity per m²,MWh/m²,3,0.0847941
9949,Commercial real estate,Energy,Austria,Non-Residential buildings,Retail - High Street,A+,Floor area,m²,EPC Energy Intensity per m²,MWh/m²,3,0.110981
9950,Commercial real estate,Energy,Austria,Non-Residential buildings,Retail - High Street,A,Floor area,m²,EPC Energy Intensity per m²,MWh/m²,3,0.118462
