Id,Asset class,Emission factor type,Country,Data level 1 information,Data level 2 information,EPC Rating,Emission factor functional unit (name),Emission factor functional unit (unit),Emission factor (name),Emission factor (unit),PCAF data quality score,Emission factor
9627,Commercial real estate,Emissions,United Kingdom - England,Non-Residential buildings,Hotel,A,Dwelling,#,EPC Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,3,8.63954
9628,Commercial real estate,Emissions,United Kingdom - England,Non-Residential buildings,Hotel,B,Dwelling,#,EPC Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,3,14.3183
9629,Commercial real estate,Emissions,United Kingdom - England,Non-Residential buildings,Hotel,C,Dwelling,#,EPC Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,3,20.1692
9630,Commercial real estate,Emissions,United Kingdom - England,Non-Residential buildings,Hotel,D,Dwelling,#,EPC Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,3,26.1922
9631,Commercial real estate,Emissions,United Kingdom - England,Non-Residential buildings,Hotel,E,Dwelling,#,EPC Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,3,32.2152
9632,Commercial real estate,Emissions,United Kingdom - England,Non-Residential buildings,Hotel,F,Dwelling,#,EPC Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,3,37.808
9633,Commercial real estate,Emissions,United Kingdom - England,Non-Residential buildings,Hotel,G,Dwelling,#,EPC Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,3,42.7984
9634,Commercial real estate,Emissions,United Kingdom - England,Non-Residential buildings,Industrial distribution warehouse,A,Dwelling,#,EPC Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,3,2.258
9635,Commercial real estate,Emissions,United Kingdom - England,Non-Residential buildings,Industrial distribution warehouse,B,Dwelling,#,EPC Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,3,3.74219
9636,Commercial real estate,Emissions,United Kingdom - England,Non-Residential buildings,Industrial distribution warehouse,C,Dwelling,#,EPC Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,3,5.27136
9637,Commercial real estate,Emissions,United Kingdom - England,Non-Residential buildings,Industrial distribution warehouse,D,Dwelling,#,EPC Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,3,6.84551
9638,Commercial real estate,Emissions,United Kingdom - England,Non-Residential buildings,Industrial distribution warehouse,E,Dwelling,#,EPC Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,3,8.41965
9639,Commercial real estate,Emissions,United Kingdom - England,Non-Residential buildings,Industrial distribution warehouse,F,Dwelling,#,EPC Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,3,9.88136
9640,Commercial real estate,Emissions,United Kingdom - England,Non-Residential buildings,Industrial distribution warehouse,G,Dwelling,#,EPC Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,3,11.1857
9641,Commercial real estate,Emissions,United Kingdom - England,Non-Residential buildings,Healthcare,A,Dwelling,#,EPC Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,3,39.2565
9642,Commercial real estate,Emissions,United Kingdom - England,Non-Residential buildings,Healthcare,B,Dwelling,#,EPC Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,3,65.06
9643,Commercial real estate,Emissions,United Kingdom - England,Non-Residential buildings,Healthcare,C,Dwelling,#,EPC Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,3,91.6454
9644,Commercial real estate,Emissions,United Kingdom - England,Non-Residential buildings,Healthcare,D,Dwelling,#,EPC Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,3,119.013
9645,Commercial real estate,Emissions,United Kingdom - England,Non-Residential buildings,Healthcare,E,Dwelling,#,EPC Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,3,146.38
9646,Commercial real estate,Emissions,United Kingdom - England,Non-Residential buildings,Healthcare,F,Dwelling,#,EPC Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,3,171.793
9647,Commercial real estate,Emissions,United Kingdom - England,Non-Residential buildings,Healthcare,G,Dwelling,#,EPC Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,3,194.468
9648,Commercial real estate,Emissions,United Kingdom - England,Non-Residential buildings,Leisure and sports facilities,A,Dwelling,#,EPC Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,3,13.0713
9649,Commercial real estate,Emissions,United Kingdom - England,Non-Residential buildings,Leisure and sports facilities,B,Dwelling,#,EPC Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,3,21.6632
9650,Commercial real estate,Emissions,United Kingdom - England,Non-Residential buildings,Leisure and sports facilities,C,Dwelling,#,EPC Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,3,30.5154
9651,Commercial real estate,Emissions,United Kingdom - England,Non-Residential buildings,Leisure and sports facilities,D,Dwelling,#,EPC Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,3,39.6279
9652,Commercial real estate,Emissions,United Kingdom - England,Non-Residential buildings,Leisure and sports facilities,E,Dwelling,#,EPC Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,3,48.7405
9653,Commercial real estate,Emissions,United Kingdom - England,Non-Residential buildings,Leisure and sports facilities,F,Dwelling,#,EPC Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,3,57.2022
9654,Commercial real estate,Emissions,United Kingdom - England,Non-Residential buildings,Leisure and sports facilities,G,Dwelling,#,EPC Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,3,64.7526
9662,Commercial real estate,Emissions,United Kingdom - England,Non-Residential buildings,Non-Residential Total,A,Dwelling,#,EPC Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,3,11.8501
9663,Commercial real estate,Emissions,United Kingdom - England,Non-Residential buildings,Non-Residential Total,B,Dwelling,#,EPC Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,3,19.6392
9664,Commercial real estate,Emissions,United Kingdom - England,Non-Residential buildings,Non-Residential Total,C,Dwelling,#,EPC Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,3,27.6644
9665,Commercial real estate,Emissions,United Kingdom - England,Non-Residential buildings,Non-Residential Total,D,Dwelling,#,EPC Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,3,35.9256
9666,Commercial real estate,Emissions,United Kingdom - England,Non-Residential buildings,Non-Residential Total,E,Dwelling,#,EPC Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,3,44.1868
9667,Commercial real estate,Emissions,United Kingdom - England,Non-Residential buildings,Non-Residential Total,F,Dwelling,#,EPC Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,3,51.8579
9668,Commercial real estate,Emissions,United Kingdom - England,Non-Residential buildings,Non-Residential Total,G,Dwelling,#,EPC Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,3,58.7029
9683,Commercial real estate,Emissions,United Kingdom - Northern Ireland,Non-Residential buildings,Office,A,Dwelling,#,EPC Emission Intensity per #,tCO&lt;sub&gt;2&lt;/sub&gt;e/#,3,14.0175
