Geographies,Framework,Framework Subcategory,Industry,Sector,ProductCategories_AssetClasses,Sub-Asset_Class,Asset_Class
Europe,Pillar 3,N/A,Financial Services,Real Estate,(TBC),(TBC),(TBC)
UK,SDR,N/A,Financial Services,Real Estate,(TBC),(TBC),(TBC)
UK,SECR,N/A,Financial Services,Real Estate,(TBC),(TBC),(TBC)
Europe,SFRD,N/A,Financial Services,Real Estate,(TBC),(TBC),(TBC)
Global,TCFD,N/A,Financial Services,Real Estate,(TBC),(TBC),(TBC)
Global,TNFD,N/A,Financial Services,Real Estate,(TBC),(TBC),(TBC)
UK,UK Taxonomy,N/A,Financial Services,Real Estate,(TBC),(TBC),(TBC)
Europe,CSDDD,N/A,Consumer,"Retail, Wholesale & Distribution",(TBC),(TBC),(TBC)
Europe,CSRD,ESRS,Consumer,"Retail, Wholesale & Distribution",(TBC),(TBC),(TBC)
Europe,EU Taxonomy,N/A,Consumer,"Retail, Wholesale & Distribution",(TBC),(TBC),(TBC)
Europe,CSDDD,N/A,"Tech, Media & Telecom",Technology,(TBC),(TBC),(TBC)
Europe,CSRD,ESRS,"Tech, Media & Telecom",Technology,(TBC),(TBC),(TBC)
Europe,EU Taxonomy,N/A,"Tech, Media & Telecom",Technology,(TBC),(TBC),(TBC)
Europe,CSDDD,N/A,"Tech, Media & Telecom","Telecommunication, Media & Entertainment",(TBC),(TBC),(TBC)
Europe,CSRD,ESRS,"Tech, Media & Telecom","Telecommunication, Media & Entertainment",(TBC),(TBC),(TBC)
Europe,EU Taxonomy,N/A,"Tech, Media & Telecom","Telecommunication, Media & Entertainment",(TBC),(TBC),(TBC)
Europe,CSDDD,N/A,Consumer,"Transport, Hospitality & Services",(TBC),(TBC),(TBC)
Europe,CSRD,ESRS,Consumer,"Transport, Hospitality & Services",(TBC),(TBC),(TBC)
Europe,EU Taxonomy,N/A,Consumer,"Transport, Hospitality & Services",(TBC),(TBC),(TBC)
UK,IFRS/ISSB (inc CDSB+VRF),N/A,Financial Services,Banking & Capital Markets,"Cash, cash balances at central banks and other demand deposits",Cash balances at central banks,Cash and demand deposits
UK,IFRS/ISSB (inc CDSB+VRF),N/A,Financial Services,Banking & Capital Markets,"Cash, cash balances at central banks and other demand deposits",Cash on hand,Cash and demand deposits
UK,IFRS/ISSB (inc CDSB+VRF),N/A,Financial Services,Banking & Capital Markets,"Cash, cash balances at central banks and other demand deposits",Other demand deposits,Cash and demand deposits
UK,IFRS/ISSB (inc CDSB+VRF),N/A,Financial Services,Banking & Capital Markets,Derivatives – Hedge accounting,Hedge accounting derivatives,Hedge accounting derivatives
UK,IFRS/ISSB (inc CDSB+VRF),N/A,Financial Services,Banking & Capital Markets,Fair value changes of the hedged items in portfolio hedge of interest rate risk,Hedged items interest rate risk fair value changes,Hedged items interest rate risk fair value changes
UK,IFRS/ISSB (inc CDSB+VRF),N/A,Financial Services,Banking & Capital Markets,Financial assets at amortised cost,Debt securities,Amortised cost financial assets
UK,IFRS/ISSB (inc CDSB+VRF),N/A,Financial Services,Banking & Capital Markets,Financial assets at amortised cost,Loans and advances,Amortised cost financial assets
UK,IFRS/ISSB (inc CDSB+VRF),N/A,Financial Services,Banking & Capital Markets,Financial assets at fair value through other comprehensive income,Debt securities,Financial assets in other  income
UK,IFRS/ISSB (inc CDSB+VRF),N/A,Financial Services,Banking & Capital Markets,Financial assets at fair value through other comprehensive income,Equity instruments,Financial assets in other  income
UK,IFRS/ISSB (inc CDSB+VRF),N/A,Financial Services,Banking & Capital Markets,Financial assets at fair value through other comprehensive income,Loans and advances,Financial assets in other  income
UK,IFRS/ISSB (inc CDSB+VRF),N/A,Financial Services,Banking & Capital Markets,Financial assets designated at fair value through profit or loss,Debt securities,Designated valued financial assets
UK,IFRS/ISSB (inc CDSB+VRF),N/A,Financial Services,Banking & Capital Markets,Financial assets designated at fair value through profit or loss,Loans and advances,Designated valued financial assets
UK,IFRS/ISSB (inc CDSB+VRF),N/A,Financial Services,Banking & Capital Markets,Financial assets held for trading,Debt securities,Trading financial assets
UK,IFRS/ISSB (inc CDSB+VRF),N/A,Financial Services,Banking & Capital Markets,Financial assets held for trading,Derivatives,Trading financial assets
UK,IFRS/ISSB (inc CDSB+VRF),N/A,Financial Services,Banking & Capital Markets,Financial assets held for trading,Equity instruments,Trading financial assets
UK,IFRS/ISSB (inc CDSB+VRF),N/A,Financial Services,Banking & Capital Markets,Financial assets held for trading,Loans and advances,Trading financial assets
UK,IFRS/ISSB (inc CDSB+VRF),N/A,Financial Services,Banking & Capital Markets,Intangible assets,Goodwill,Intangible assets
UK,IFRS/ISSB (inc CDSB+VRF),N/A,Financial Services,Banking & Capital Markets,Intangible assets,Other intangible assets,Intangible assets
UK,IFRS/ISSB (inc CDSB+VRF),N/A,Financial Services,Banking & Capital Markets,"Investments in subsidiaries, joint ventures and associates","Investments in subsidiaries, joint ventures, and associates","Investments in subsidiaries, joint ventures, and associates"
UK,IFRS/ISSB (inc CDSB+VRF),N/A,Financial Services,Banking & Capital Markets,Non-current assets and disposal groups classified as held for sale,Non-current assets for sale,Non-current assets for sale
UK,IFRS/ISSB (inc CDSB+VRF),N/A,Financial Services,Banking & Capital Markets,Non-trading financial assets mandatorily at fair value through profit or loss,Debt securities,Mandatorily valued non-trading  assets
UK,IFRS/ISSB (inc CDSB+VRF),N/A,Financial Services,Banking & Capital Markets,Non-trading financial assets mandatorily at fair value through profit or loss,Equity instruments,Mandatorily valued non-trading  assets
UK,IFRS/ISSB (inc CDSB+VRF),N/A,Financial Services,Banking & Capital Markets,Non-trading financial assets mandatorily at fair value through profit or loss,Loans and advances,Mandatorily valued non-trading  assets
UK,IFRS/ISSB (inc CDSB+VRF),N/A,Financial Services,Banking & Capital Markets,Other assets,Other assets,Other assets
UK,IFRS/ISSB (inc CDSB+VRF),N/A,Financial Services,Banking & Capital Markets,Tangible assets,Investment property,Tangible assets
UK,IFRS/ISSB (inc CDSB+VRF),N/A,Financial Services,Banking & Capital Markets,Tangible assets,"Property, Plant and Equipment",Tangible assets
UK,IFRS/ISSB (inc CDSB+VRF),N/A,Financial Services,Banking & Capital Markets,Tax assets,Current tax assets,Tax assets
UK,IFRS/ISSB (inc CDSB+VRF),N/A,Financial Services,Banking & Capital Markets,Tax assets,Deferred tax assets,Tax assets
UK,TCFD,N/A,Financial Services,Banking & Capital Markets,"Cash, cash balances at central banks and other demand deposits",Cash balances at central banks,Cash and demand deposits
UK,TCFD,N/A,Financial Services,Banking & Capital Markets,"Cash, cash balances at central banks and other demand deposits",Cash on hand,Cash and demand deposits
UK,TCFD,N/A,Financial Services,Banking & Capital Markets,"Cash, cash balances at central banks and other demand deposits",Other demand deposits,Cash and demand deposits
UK,TCFD,N/A,Financial Services,Banking & Capital Markets,Derivatives – Hedge accounting,Hedge accounting derivatives,Hedge accounting derivatives
UK,TCFD,N/A,Financial Services,Banking & Capital Markets,Fair value changes of the hedged items in portfolio hedge of interest rate risk,Hedged items interest rate risk fair value changes,Hedged items interest rate risk fair value changes
UK,TCFD,N/A,Financial Services,Banking & Capital Markets,Financial assets at amortised cost,Debt securities,Amortised cost financial assets
UK,TCFD,N/A,Financial Services,Banking & Capital Markets,Financial assets at amortised cost,Loans and advances,Amortised cost financial assets
UK,TCFD,N/A,Financial Services,Banking & Capital Markets,Financial assets at fair value through other comprehensive income,Debt securities,Financial assets in other  income
UK,TCFD,N/A,Financial Services,Banking & Capital Markets,Financial assets at fair value through other comprehensive income,Equity instruments,Financial assets in other  income
UK,TCFD,N/A,Financial Services,Banking & Capital Markets,Financial assets at fair value through other comprehensive income,Loans and advances,Financial assets in other  income
UK,TCFD,N/A,Financial Services,Banking & Capital Markets,Financial assets designated at fair value through profit or loss,Debt securities,Designated valued financial assets
UK,TCFD,N/A,Financial Services,Banking & Capital Markets,Financial assets designated at fair value through profit or loss,Loans and advances,Designated valued financial assets
UK,TCFD,N/A,Financial Services,Banking & Capital Markets,Financial assets held for trading,Debt securities,Trading financial assets
UK,TCFD,N/A,Financial Services,Banking & Capital Markets,Financial assets held for trading,Derivatives,Trading financial assets
UK,TCFD,N/A,Financial Services,Banking & Capital Markets,Financial assets held for trading,Equity instruments,Trading financial assets
UK,TCFD,N/A,Financial Services,Banking & Capital Markets,Financial assets held for trading,Loans and advances,Trading financial assets
UK,TCFD,N/A,Financial Services,Banking & Capital Markets,Intangible assets,Goodwill,Intangible assets
UK,TCFD,N/A,Financial Services,Banking & Capital Markets,Intangible assets,Other intangible assets,Intangible assets
UK,TCFD,N/A,Financial Services,Banking & Capital Markets,"Investments in subsidiaries, joint ventures and associates","Investments in subsidiaries, joint ventures, and associates","Investments in subsidiaries, joint ventures, and associates"
UK,TCFD,N/A,Financial Services,Banking & Capital Markets,Non-current assets and disposal groups classified as held for sale,Non-current assets for sale,Non-current assets for sale
UK,TCFD,N/A,Financial Services,Banking & Capital Markets,Non-trading financial assets mandatorily at fair value through profit or loss,Debt securities,Mandatorily valued non-trading  assets
UK,TCFD,N/A,Financial Services,Banking & Capital Markets,Non-trading financial assets mandatorily at fair value through profit or loss,Equity instruments,Mandatorily valued non-trading  assets
UK,TCFD,N/A,Financial Services,Banking & Capital Markets,Non-trading financial assets mandatorily at fair value through profit or loss,Loans and advances,Mandatorily valued non-trading  assets
UK,TCFD,N/A,Financial Services,Banking & Capital Markets,Other assets,Other assets,Other assets
UK,TCFD,N/A,Financial Services,Banking & Capital Markets,Tangible assets,Investment property,Tangible assets
UK,TCFD,N/A,Financial Services,Banking & Capital Markets,Tangible assets,"Property, Plant and Equipment",Tangible assets
UK,TCFD,N/A,Financial Services,Banking & Capital Markets,Tax assets,Current tax assets,Tax assets
UK,TCFD,N/A,Financial Services,Banking & Capital Markets,Tax assets,Deferred tax assets,Tax assets
UK,TNFD,N/A,Financial Services,Banking & Capital Markets,"Cash, cash balances at central banks and other demand deposits",Cash balances at central banks,Cash and demand deposits
UK,TNFD,N/A,Financial Services,Banking & Capital Markets,"Cash, cash balances at central banks and other demand deposits",Cash on hand,Cash and demand deposits
UK,TNFD,N/A,Financial Services,Banking & Capital Markets,"Cash, cash balances at central banks and other demand deposits",Other demand deposits,Cash and demand deposits
UK,TNFD,N/A,Financial Services,Banking & Capital Markets,Derivatives – Hedge accounting,Hedge accounting derivatives,Hedge accounting derivatives
UK,TNFD,N/A,Financial Services,Banking & Capital Markets,Fair value changes of the hedged items in portfolio hedge of interest rate risk,Hedged items interest rate risk fair value changes,Hedged items interest rate risk fair value changes
UK,TNFD,N/A,Financial Services,Banking & Capital Markets,Financial assets at amortised cost,Debt securities,Amortised cost financial assets
UK,TNFD,N/A,Financial Services,Banking & Capital Markets,Financial assets at amortised cost,Loans and advances,Amortised cost financial assets
UK,TNFD,N/A,Financial Services,Banking & Capital Markets,Financial assets at fair value through other comprehensive income,Debt securities,Financial assets in other  income
UK,TNFD,N/A,Financial Services,Banking & Capital Markets,Financial assets at fair value through other comprehensive income,Equity instruments,Financial assets in other  income
UK,TNFD,N/A,Financial Services,Banking & Capital Markets,Financial assets at fair value through other comprehensive income,Loans and advances,Financial assets in other  income
UK,TNFD,N/A,Financial Services,Banking & Capital Markets,Financial assets designated at fair value through profit or loss,Debt securities,Designated valued financial assets
UK,TNFD,N/A,Financial Services,Banking & Capital Markets,Financial assets designated at fair value through profit or loss,Loans and advances,Designated valued financial assets
UK,TNFD,N/A,Financial Services,Banking & Capital Markets,Financial assets held for trading,Debt securities,Trading financial assets
UK,TNFD,N/A,Financial Services,Banking & Capital Markets,Financial assets held for trading,Derivatives,Trading financial assets
UK,TNFD,N/A,Financial Services,Banking & Capital Markets,Financial assets held for trading,Equity instruments,Trading financial assets
UK,TNFD,N/A,Financial Services,Banking & Capital Markets,Financial assets held for trading,Loans and advances,Trading financial assets
UK,TNFD,N/A,Financial Services,Banking & Capital Markets,Intangible assets,Goodwill,Intangible assets
UK,TNFD,N/A,Financial Services,Banking & Capital Markets,Intangible assets,Other intangible assets,Intangible assets
UK,TNFD,N/A,Financial Services,Banking & Capital Markets,"Investments in subsidiaries, joint ventures and associates","Investments in subsidiaries, joint ventures, and associates","Investments in subsidiaries, joint ventures, and associates"
UK,TNFD,N/A,Financial Services,Banking & Capital Markets,Non-current assets and disposal groups classified as held for sale,Non-current assets for sale,Non-current assets for sale
UK,TNFD,N/A,Financial Services,Banking & Capital Markets,Non-trading financial assets mandatorily at fair value through profit or loss,Debt securities,Mandatorily valued non-trading  assets
UK,TNFD,N/A,Financial Services,Banking & Capital Markets,Non-trading financial assets mandatorily at fair value through profit or loss,Equity instruments,Mandatorily valued non-trading  assets
UK,TNFD,N/A,Financial Services,Banking & Capital Markets,Non-trading financial assets mandatorily at fair value through profit or loss,Loans and advances,Mandatorily valued non-trading  assets
UK,TNFD,N/A,Financial Services,Banking & Capital Markets,Other assets,Other assets,Other assets
UK,TNFD,N/A,Financial Services,Banking & Capital Markets,Tangible assets,Investment property,Tangible assets
UK,TNFD,N/A,Financial Services,Banking & Capital Markets,Tangible assets,"Property, Plant and Equipment",Tangible assets
UK,TNFD,N/A,Financial Services,Banking & Capital Markets,Tax assets,Current tax assets,Tax assets
UK,TNFD,N/A,Financial Services,Banking & Capital Markets,Tax assets,Deferred tax assets,Tax assets
UK,IFRS/ISSB (inc CDSB+VRF),N/A,Financial Services,Fintech & Alternative Finance,(TBC),(TBC),(TBC)
UK,TCFD,N/A,Financial Services,Fintech & Alternative Finance,(TBC),(TBC),(TBC)
UK,TNFD,N/A,Financial Services,Fintech & Alternative Finance,(TBC),(TBC),(TBC)
UK,IFRS/ISSB (inc CDSB+VRF),N/A,Financial Services,Insurance,(TBC),(TBC),(TBC)
UK,TCFD,N/A,Financial Services,Insurance,(TBC),(TBC),(TBC)
UK,TNFD,N/A,Financial Services,Insurance,(TBC),(TBC),(TBC)
UK,IFRS/ISSB (inc CDSB+VRF),N/A,Financial Services,"Investment, Assets and Wealth",(TBC),(TBC),(TBC)
UK,TCFD,N/A,Financial Services,"Investment, Assets and Wealth",(TBC),(TBC),(TBC)
UK,TNFD,N/A,Financial Services,"Investment, Assets and Wealth",(TBC),(TBC),(TBC)
UK,IFRS/ISSB (inc CDSB+VRF),N/A,Financial Services,Real Estate,(TBC),(TBC),(TBC)
UK,TCFD,N/A,Financial Services,Real Estate,(TBC),(TBC),(TBC)
UK,TNFD,N/A,Financial Services,Real Estate,(TBC),(TBC),(TBC)
Europe,IFRS/ISSB (inc CDSB+VRF),N/A,Financial Services,Banking & Capital Markets,"Cash, cash balances at central banks and other demand deposits",Cash balances at central banks,Cash and demand deposits
Europe,IFRS/ISSB (inc CDSB+VRF),N/A,Financial Services,Banking & Capital Markets,"Cash, cash balances at central banks and other demand deposits",Cash on hand,Cash and demand deposits
Europe,IFRS/ISSB (inc CDSB+VRF),N/A,Financial Services,Banking & Capital Markets,"Cash, cash balances at central banks and other demand deposits",Other demand deposits,Cash and demand deposits
Europe,IFRS/ISSB (inc CDSB+VRF),N/A,Financial Services,Banking & Capital Markets,Derivatives – Hedge accounting,Hedge accounting derivatives,Hedge accounting derivatives
Europe,IFRS/ISSB (inc CDSB+VRF),N/A,Financial Services,Banking & Capital Markets,Fair value changes of the hedged items in portfolio hedge of interest rate risk,Hedged items interest rate risk fair value changes,Hedged items interest rate risk fair value changes
Europe,IFRS/ISSB (inc CDSB+VRF),N/A,Financial Services,Banking & Capital Markets,Financial assets at amortised cost,Debt securities,Amortised cost financial assets
Europe,IFRS/ISSB (inc CDSB+VRF),N/A,Financial Services,Banking & Capital Markets,Financial assets at amortised cost,Loans and advances,Amortised cost financial assets
Europe,IFRS/ISSB (inc CDSB+VRF),N/A,Financial Services,Banking & Capital Markets,Financial assets at fair value through other comprehensive income,Debt securities,Financial assets in other  income
Europe,IFRS/ISSB (inc CDSB+VRF),N/A,Financial Services,Banking & Capital Markets,Financial assets at fair value through other comprehensive income,Equity instruments,Financial assets in other  income
Europe,IFRS/ISSB (inc CDSB+VRF),N/A,Financial Services,Banking & Capital Markets,Financial assets at fair value through other comprehensive income,Loans and advances,Financial assets in other  income
Europe,IFRS/ISSB (inc CDSB+VRF),N/A,Financial Services,Banking & Capital Markets,Financial assets designated at fair value through profit or loss,Debt securities,Designated valued financial assets
Europe,IFRS/ISSB (inc CDSB+VRF),N/A,Financial Services,Banking & Capital Markets,Financial assets designated at fair value through profit or loss,Loans and advances,Designated valued financial assets
Europe,IFRS/ISSB (inc CDSB+VRF),N/A,Financial Services,Banking & Capital Markets,Financial assets held for trading,Debt securities,Trading financial assets
Europe,IFRS/ISSB (inc CDSB+VRF),N/A,Financial Services,Banking & Capital Markets,Financial assets held for trading,Derivatives,Trading financial assets
Europe,IFRS/ISSB (inc CDSB+VRF),N/A,Financial Services,Banking & Capital Markets,Financial assets held for trading,Equity instruments,Trading financial assets
Europe,IFRS/ISSB (inc CDSB+VRF),N/A,Financial Services,Banking & Capital Markets,Financial assets held for trading,Loans and advances,Trading financial assets
Europe,IFRS/ISSB (inc CDSB+VRF),N/A,Financial Services,Banking & Capital Markets,Intangible assets,Goodwill,Intangible assets
Europe,IFRS/ISSB (inc CDSB+VRF),N/A,Financial Services,Banking & Capital Markets,Intangible assets,Other intangible assets,Intangible assets
Europe,IFRS/ISSB (inc CDSB+VRF),N/A,Financial Services,Banking & Capital Markets,"Investments in subsidiaries, joint ventures and associates","Investments in subsidiaries, joint ventures, and associates","Investments in subsidiaries, joint ventures, and associates"
Europe,IFRS/ISSB (inc CDSB+VRF),N/A,Financial Services,Banking & Capital Markets,Non-current assets and disposal groups classified as held for sale,Non-current assets for sale,Non-current assets for sale
Europe,IFRS/ISSB (inc CDSB+VRF),N/A,Financial Services,Banking & Capital Markets,Non-trading financial assets mandatorily at fair value through profit or loss,Debt securities,Mandatorily valued non-trading  assets
Europe,IFRS/ISSB (inc CDSB+VRF),N/A,Financial Services,Banking & Capital Markets,Non-trading financial assets mandatorily at fair value through profit or loss,Equity instruments,Mandatorily valued non-trading  assets
Europe,IFRS/ISSB (inc CDSB+VRF),N/A,Financial Services,Banking & Capital Markets,Non-trading financial assets mandatorily at fair value through profit or loss,Loans and advances,Mandatorily valued non-trading  assets
Europe,IFRS/ISSB (inc CDSB+VRF),N/A,Financial Services,Banking & Capital Markets,Other assets,Other assets,Other assets
Europe,IFRS/ISSB (inc CDSB+VRF),N/A,Financial Services,Banking & Capital Markets,Tangible assets,Investment property,Tangible assets
Europe,IFRS/ISSB (inc CDSB+VRF),N/A,Financial Services,Banking & Capital Markets,Tangible assets,"Property, Plant and Equipment",Tangible assets
Europe,IFRS/ISSB (inc CDSB+VRF),N/A,Financial Services,Banking & Capital Markets,Tax assets,Current tax assets,Tax assets
Europe,IFRS/ISSB (inc CDSB+VRF),N/A,Financial Services,Banking & Capital Markets,Tax assets,Deferred tax assets,Tax assets
Europe,TCFD,N/A,Financial Services,Banking & Capital Markets,"Cash, cash balances at central banks and other demand deposits",Cash balances at central banks,Cash and demand deposits
Europe,TCFD,N/A,Financial Services,Banking & Capital Markets,"Cash, cash balances at central banks and other demand deposits",Cash on hand,Cash and demand deposits
Europe,TCFD,N/A,Financial Services,Banking & Capital Markets,"Cash, cash balances at central banks and other demand deposits",Other demand deposits,Cash and demand deposits
Europe,TCFD,N/A,Financial Services,Banking & Capital Markets,Derivatives – Hedge accounting,Hedge accounting derivatives,Hedge accounting derivatives
Europe,TCFD,N/A,Financial Services,Banking & Capital Markets,Fair value changes of the hedged items in portfolio hedge of interest rate risk,Hedged items interest rate risk fair value changes,Hedged items interest rate risk fair value changes
Europe,TCFD,N/A,Financial Services,Banking & Capital Markets,Financial assets at amortised cost,Debt securities,Amortised cost financial assets
Europe,TCFD,N/A,Financial Services,Banking & Capital Markets,Financial assets at amortised cost,Loans and advances,Amortised cost financial assets
Europe,TCFD,N/A,Financial Services,Banking & Capital Markets,Financial assets at fair value through other comprehensive income,Debt securities,Financial assets in other  income
Europe,TCFD,N/A,Financial Services,Banking & Capital Markets,Financial assets at fair value through other comprehensive income,Equity instruments,Financial assets in other  income
Europe,TCFD,N/A,Financial Services,Banking & Capital Markets,Financial assets at fair value through other comprehensive income,Loans and advances,Financial assets in other  income
Europe,TCFD,N/A,Financial Services,Banking & Capital Markets,Financial assets designated at fair value through profit or loss,Debt securities,Designated valued financial assets
Europe,TCFD,N/A,Financial Services,Banking & Capital Markets,Financial assets designated at fair value through profit or loss,Loans and advances,Designated valued financial assets
Europe,TCFD,N/A,Financial Services,Banking & Capital Markets,Financial assets held for trading,Debt securities,Trading financial assets
Europe,TCFD,N/A,Financial Services,Banking & Capital Markets,Financial assets held for trading,Derivatives,Trading financial assets
Europe,TCFD,N/A,Financial Services,Banking & Capital Markets,Financial assets held for trading,Equity instruments,Trading financial assets
Europe,TCFD,N/A,Financial Services,Banking & Capital Markets,Financial assets held for trading,Loans and advances,Trading financial assets
Europe,TCFD,N/A,Financial Services,Banking & Capital Markets,Intangible assets,Goodwill,Intangible assets
Europe,TCFD,N/A,Financial Services,Banking & Capital Markets,Intangible assets,Other intangible assets,Intangible assets
Europe,TCFD,N/A,Financial Services,Banking & Capital Markets,"Investments in subsidiaries, joint ventures and associates","Investments in subsidiaries, joint ventures, and associates","Investments in subsidiaries, joint ventures, and associates"
Europe,TCFD,N/A,Financial Services,Banking & Capital Markets,Non-current assets and disposal groups classified as held for sale,Non-current assets for sale,Non-current assets for sale
Europe,TCFD,N/A,Financial Services,Banking & Capital Markets,Non-trading financial assets mandatorily at fair value through profit or loss,Debt securities,Mandatorily valued non-trading  assets
Europe,TCFD,N/A,Financial Services,Banking & Capital Markets,Non-trading financial assets mandatorily at fair value through profit or loss,Equity instruments,Mandatorily valued non-trading  assets
Europe,TCFD,N/A,Financial Services,Banking & Capital Markets,Non-trading financial assets mandatorily at fair value through profit or loss,Loans and advances,Mandatorily valued non-trading  assets
Europe,TCFD,N/A,Financial Services,Banking & Capital Markets,Other assets,Other assets,Other assets
Europe,TCFD,N/A,Financial Services,Banking & Capital Markets,Tangible assets,Investment property,Tangible assets
Europe,TCFD,N/A,Financial Services,Banking & Capital Markets,Tangible assets,"Property, Plant and Equipment",Tangible assets
Europe,TCFD,N/A,Financial Services,Banking & Capital Markets,Tax assets,Current tax assets,Tax assets
Europe,TCFD,N/A,Financial Services,Banking & Capital Markets,Tax assets,Deferred tax assets,Tax assets
Europe,TNFD,N/A,Financial Services,Banking & Capital Markets,"Cash, cash balances at central banks and other demand deposits",Cash balances at central banks,Cash and demand deposits
Europe,TNFD,N/A,Financial Services,Banking & Capital Markets,"Cash, cash balances at central banks and other demand deposits",Cash on hand,Cash and demand deposits
Europe,TNFD,N/A,Financial Services,Banking & Capital Markets,"Cash, cash balances at central banks and other demand deposits",Other demand deposits,Cash and demand deposits
Europe,TNFD,N/A,Financial Services,Banking & Capital Markets,Derivatives – Hedge accounting,Hedge accounting derivatives,Hedge accounting derivatives
Europe,TNFD,N/A,Financial Services,Banking & Capital Markets,Fair value changes of the hedged items in portfolio hedge of interest rate risk,Hedged items interest rate risk fair value changes,Hedged items interest rate risk fair value changes
Europe,TNFD,N/A,Financial Services,Banking & Capital Markets,Financial assets at amortised cost,Debt securities,Amortised cost financial assets
Europe,TNFD,N/A,Financial Services,Banking & Capital Markets,Financial assets at amortised cost,Loans and advances,Amortised cost financial assets
Europe,TNFD,N/A,Financial Services,Banking & Capital Markets,Financial assets at fair value through other comprehensive income,Debt securities,Financial assets in other  income
Europe,TNFD,N/A,Financial Services,Banking & Capital Markets,Financial assets at fair value through other comprehensive income,Equity instruments,Financial assets in other  income
Europe,TNFD,N/A,Financial Services,Banking & Capital Markets,Financial assets at fair value through other comprehensive income,Loans and advances,Financial assets in other  income
Europe,TNFD,N/A,Financial Services,Banking & Capital Markets,Financial assets designated at fair value through profit or loss,Debt securities,Designated valued financial assets
Europe,TNFD,N/A,Financial Services,Banking & Capital Markets,Financial assets designated at fair value through profit or loss,Loans and advances,Designated valued financial assets
Europe,TNFD,N/A,Financial Services,Banking & Capital Markets,Financial assets held for trading,Debt securities,Trading financial assets
Europe,TNFD,N/A,Financial Services,Banking & Capital Markets,Financial assets held for trading,Derivatives,Trading financial assets
Europe,TNFD,N/A,Financial Services,Banking & Capital Markets,Financial assets held for trading,Equity instruments,Trading financial assets
Europe,TNFD,N/A,Financial Services,Banking & Capital Markets,Financial assets held for trading,Loans and advances,Trading financial assets
Europe,TNFD,N/A,Financial Services,Banking & Capital Markets,Intangible assets,Goodwill,Intangible assets
Europe,TNFD,N/A,Financial Services,Banking & Capital Markets,Intangible assets,Other intangible assets,Intangible assets
Europe,TNFD,N/A,Financial Services,Banking & Capital Markets,"Investments in subsidiaries, joint ventures and associates","Investments in subsidiaries, joint ventures, and associates","Investments in subsidiaries, joint ventures, and associates"
Europe,TNFD,N/A,Financial Services,Banking & Capital Markets,Non-current assets and disposal groups classified as held for sale,Non-current assets for sale,Non-current assets for sale
Europe,TNFD,N/A,Financial Services,Banking & Capital Markets,Non-trading financial assets mandatorily at fair value through profit or loss,Debt securities,Mandatorily valued non-trading  assets
Europe,TNFD,N/A,Financial Services,Banking & Capital Markets,Non-trading financial assets mandatorily at fair value through profit or loss,Equity instruments,Mandatorily valued non-trading  assets
Europe,TNFD,N/A,Financial Services,Banking & Capital Markets,Non-trading financial assets mandatorily at fair value through profit or loss,Loans and advances,Mandatorily valued non-trading  assets
Europe,TNFD,N/A,Financial Services,Banking & Capital Markets,Other assets,Other assets,Other assets
Europe,TNFD,N/A,Financial Services,Banking & Capital Markets,Tangible assets,Investment property,Tangible assets
Europe,TNFD,N/A,Financial Services,Banking & Capital Markets,Tangible assets,"Property, Plant and Equipment",Tangible assets
Europe,TNFD,N/A,Financial Services,Banking & Capital Markets,Tax assets,Current tax assets,Tax assets
Europe,TNFD,N/A,Financial Services,Banking & Capital Markets,Tax assets,Deferred tax assets,Tax assets
Europe,IFRS/ISSB (inc CDSB+VRF),N/A,Financial Services,Fintech & Alternative Finance,(TBC),(TBC),(TBC)
Europe,TCFD,N/A,Financial Services,Fintech & Alternative Finance,(TBC),(TBC),(TBC)
Europe,TNFD,N/A,Financial Services,Fintech & Alternative Finance,(TBC),(TBC),(TBC)
Europe,IFRS/ISSB (inc CDSB+VRF),N/A,Financial Services,Insurance,(TBC),(TBC),(TBC)
Europe,TCFD,N/A,Financial Services,Insurance,(TBC),(TBC),(TBC)
Europe,TNFD,N/A,Financial Services,Insurance,(TBC),(TBC),(TBC)
Europe,IFRS/ISSB (inc CDSB+VRF),N/A,Financial Services,"Investment, Assets and Wealth",(TBC),(TBC),(TBC)
Europe,TCFD,N/A,Financial Services,"Investment, Assets and Wealth",(TBC),(TBC),(TBC)
Europe,TNFD,N/A,Financial Services,"Investment, Assets and Wealth",(TBC),(TBC),(TBC)
Europe,IFRS/ISSB (inc CDSB+VRF),N/A,Financial Services,Real Estate,(TBC),(TBC),(TBC)
Europe,TCFD,N/A,Financial Services,Real Estate,(TBC),(TBC),(TBC)
Europe,TNFD,N/A,Financial Services,Real Estate,(TBC),(TBC),(TBC)
Europe,TCFD,N/A,Consumer,Automotive,(TBC),(TBC),(TBC)
Europe,TCFD,N/A,Government & Public Services,Central Government,(TBC),(TBC),(TBC)
Europe,TCFD,N/A,Consumer,Consumer Products,(TBC),(TBC),(TBC)
Europe,TCFD,N/A,Government & Public Services,"Defence, Security & Justice",(TBC),(TBC),(TBC)
Europe,TCFD,N/A,"Energy, Resources & Industrials",Energy & Chemicals,(TBC),(TBC),(TBC)
Europe,TCFD,N/A,Government & Public Services,Health & Human Services,(TBC),(TBC),(TBC)
Europe,TCFD,N/A,Life Sciences & Health Care,Health Care,(TBC),(TBC),(TBC)
